rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
23023,2794087,953,messer95st,1010.0,-1,-3.0,2.0,21,10,11,1,1593792483,1593792483
23024,2743989,953,TheMuncher4222,1046.0,-1,-6.0,7.0,217,108,109,9,1594685870,1594685870
23025,2732155,953,Masters260113,983.0,-1,-1.0,1.0,13,6,7,0,1593467894,1593467894
23026,2708849,953,LaBolaMaldita,1043.0,-2,-5.0,3.0,27,10,17,1,1594677704,1594677704
23027,2679208,953,mikl13160,985.0,4,-5.0,4.0,85,42,43,2,1594595485,1594595485
23028,2645443,953,BenJammin,1041.0,-1,-5.0,6.0,85,42,43,3,1594526191,1594526191
23029,2631976,953,酷摸一路,1041.0,-3,-3.0,2.0,14,4,10,2,1594473681,1594473681
23030,2602716,953,GangsterSakster,953.0,1,-4.0,6.0,87,45,42,1,1594631689,1594631689
23031,2601306,953,agu524,1006.0,-1,-2.0,1.0,16,7,9,0,1594183229,1594183229
23032,2584555,953,redvenom,953.0,5,-2.0,5.0,21,11,10,0,1593981850,1593981850
23033,2562613,953,Cayetano,983.0,1,-7.0,6.0,212,107,105,33,1594674356,1594674356
23034,2561354,953,CristianHill,981.0,-1,-1.0,2.0,13,6,7,0,1594514270,1594514270
23035,392537,953,messerbill,1039.0,1,-5.0,3.0,30,11,19,1,1594565999,1594565999
23036,2454843,953,Tallaksen,981.0,2,-12.0,9.0,191,98,93,6,1594674459,1594674459
23037,2416868,953,FastTortoise,957.0,3,-6.0,8.0,168,85,83,1,1594506332,1594506332
23038,2346414,953,Portushh,994.0,2,-2.0,4.0,23,10,13,0,1593549892,1593549892
23039,2323156,953,Flasher,1039.0,-3,-3.0,4.0,34,16,18,0,1594671933,1594671933
23040,2305401,953,Swinny,1000.0,1,-3.0,2.0,27,10,17,0,1594243005,1594243005
23041,2258657,953,JamesdoXD3,953.0,3,-4.0,5.0,80,43,37,1,1594676248,1594676248
23042,2257388,953,Amathys,1029.0,-1,-4.0,3.0,30,14,16,0,1594144783,1594144783
23043,2251386,953,Schellens,953.0,2,1.0,2.0,11,5,6,1,1594672566,1594672566
23044,2225285,953,aman.c058,1073.0,-1,-6.0,6.0,329,162,167,4,1593761420,1593761420
23045,2151536,953,PEpeLETA,996.0,-1,-6.0,5.0,54,26,28,5,1594245908,1594245908
23046,222822,953,Wololomaximo,1003.0,3,-9.0,6.0,266,135,131,12,1594599586,1594599586
23047,2119520,953,Comandante Hugo Chávez,1021.0,-1,-3.0,4.0,28,12,16,0,1592406797,1592406797
23048,2114687,953,Remi_Stevelink,968.0,-1,-5.0,5.0,109,56,53,0,1594325485,1594325485
23049,2099165,953,mirage33,1020.0,-1,-4.0,3.0,27,12,15,2,1593540066,1593540066
23050,357896,953,mustie,1014.0,1,-3.0,3.0,20,9,11,0,1594393349,1594393349
23051,2077656,953,Morpheus,953.0,5,-2.0,5.0,25,15,10,0,1594586446,1594586446
23052,2051118,953,Mandrake842980,953.0,3,-6.0,5.0,81,43,38,0,1594646118,1594646118
23053,2027746,953,OnoMichio,1010.0,-2,-2.0,3.0,13,6,7,0,1592892530,1592892530
23054,2010806,953,alertafoodie,970.0,-1,-8.0,9.0,349,179,170,3,1594643925,1594643925
23055,1956797,953,Asklepios,1071.0,-1,-4.0,2.0,31,14,17,0,1594500791,1594500791
23056,1916166,953,LiPeaV,1078.0,-2,-6.0,6.0,214,106,108,0,1594682699,1594682699
23057,1906883,953,Cronicle,1029.0,-1,-3.0,4.0,24,11,13,0,1593795226,1593795226
23058,1859433,953,TomteJefhel,969.0,1,-3.0,5.0,37,20,17,1,1594314501,1594314501
23059,1706335,953,IlGrandeJo,1011.0,2,-3.0,3.0,30,13,17,1,1593730157,1593730157
23060,1657446,953,ShowMeUrNoobs,1111.0,-3,-8.0,6.0,163,81,82,3,1594585014,1594585014
23061,1557249,953,零九一,1117.0,-1,-8.0,3.0,27,11,16,0,1594672421,1594672421
23062,1598727,953,WorldB,1062.0,2,-6.0,7.0,120,59,61,3,1594058811,1594058811
23063,310483,953,Judgemental Face,977.0,-1,-4.0,3.0,15,7,8,0,1592966701,1592966701
23064,1500466,953,winning4mula,1000.0,-2,-3.0,5.0,46,22,24,2,1593002349,1593002349
23065,1472933,953,edw19925509,1024.0,-1,-5.0,3.0,20,8,12,2,1592361202,1592361202
23066,1472164,953,KOP96,1028.0,-2,-6.0,6.0,162,83,79,5,1594657707,1594657707
23067,1441149,953,Serge Karamazov (aucun lien),976.0,4,-4.0,4.0,42,20,22,3,1594579559,1594579559
23068,1135193,953,zundman,999.0,-1,-3.0,4.0,87,45,42,3,1592598222,1592598222
23069,1368843,953,ExSupercat,1078.0,-2,-6.0,5.0,137,68,69,5,1592705541,1592705541
23070,1297715,953,Orblux,1040.0,-3,-5.0,4.0,44,21,23,1,1593350489,1593350489
23071,127053,953,Bloodfists73,1004.0,-2,-4.0,5.0,66,33,33,0,1593374735,1593374735
23072,1270074,953,juanin_lc,984.0,-1,-1.0,2.0,11,5,6,0,1594647774,1594647774
23073,1265346,953,legend ely,1037.0,-1,-3.0,3.0,16,6,10,1,1593755609,1593755609
23074,1221475,953,_shiki_,1043.0,1,-11.0,5.0,127,63,64,2,1594682331,1594682331
23075,1217951,953,Queen Anne’s Revenge,954.0,1,-1.0,2.0,12,6,6,1,1593695135,1593695135
23076,1192879,953,ZutiroteX,1043.0,-3,-7.0,3.0,37,15,22,1,1593284679,1593284679
23077,1139063,952,Aragorn,1102.0,1,-15.0,1.0,17,2,15,0,1593924039,1593924039
23078,283480,952,xiv.maximus,970.0,-1,-4.0,4.0,50,24,26,0,1594000560,1594000560
23079,1016567,952,E.t.C_<Dexter>,1009.0,1,-5.0,4.0,60,29,31,4,1594190315,1594190315
23080,949413,952,cathou09,952.0,1,-1.0,1.0,11,4,7,1,1593287122,1593287122
23081,931559,952,o u l i v a s,1003.0,-2,-2.0,3.0,16,7,9,1,1592754900,1592754900
23082,853679,952,BOT Unko,1005.0,-2,-2.0,1.0,17,8,9,0,1594523792,1594523792
23083,808545,952,Ironteden,952.0,3,-2.0,4.0,33,17,16,0,1592718041,1592718041
23084,99798,952,felixlespron,952.0,1,1.0,1.0,10,3,7,0,1594266417,1594266417
23085,740099,952,ackitt9,1109.0,-3,-6.0,6.0,92,43,49,2,1592665464,1592665464
23086,697434,952,Harakieri1988,1032.0,-1,-5.0,4.0,40,19,21,6,1592424325,1592424325
23087,601638,952,Manolin,1059.0,-2,-4.0,1.0,16,7,9,0,1594667469,1594667469
23088,13479,952,NikkaPlease,1017.0,-1,-5.0,2.0,24,11,13,2,1594547783,1594547783
23089,241696,952,Bert > Ernie,1011.0,-1,-6.0,5.0,263,134,129,7,1594613709,1594613709
23090,160542,952,Monochrome,953.0,1,-6.0,4.0,18,8,10,0,1593896163,1593896163
23091,240023,952,amypotato,1005.0,-1,-3.0,2.0,20,9,11,0,1593099320,1593099320
23092,544369,952,mo_dai_11,979.0,2,-3.0,3.0,34,16,18,1,1592853658,1592853658
23093,506747,952,etrnl-jg,984.0,1,-4.0,2.0,26,12,14,1,1593678059,1593678059
23094,487955,952,JBC_,1072.0,-1,-7.0,9.0,122,60,62,5,1594642219,1594642219
23095,452937,952,[GSTFR]  ChOsHoT,1044.0,-1,-5.0,5.0,68,34,34,1,1593714386,1593714386
23096,444001,952,AstroBoy1741,1001.0,-3,-3.0,4.0,40,20,20,0,1592530780,1592530780
23097,2952121,952,7,952.0,1,-4.0,10.0,39,23,16,1,1594482151,1594482151
23098,421733,952,Atlas,1020.0,1,-6.0,4.0,139,68,71,1,1593280793,1593280793
23099,2866014,952,Daniel_AoE,1068.0,1,-6.0,3.0,30,13,17,1,1594692830,1594692830
23100,2817871,952,Martín,980.0,-1,-2.0,1.0,15,7,8,0,1594694612,1594694612
23101,2805270,952,Willow,1060.0,-5,-5.0,3.0,32,14,18,0,1593534661,1593534661
23102,2802848,952,Fontoula,952.0,-3,-3.0,-3.0,10,4,6,0,1593997759,1593997759
23103,2721584,952,seyma_subasi83,1010.0,6,-6.0,7.0,120,60,60,1,1594643553,1594643553
23104,2686917,952,WALLIAM,997.0,5,-5.0,5.0,31,15,16,0,1593874362,1593874362
23105,2637710,952,nick246,1046.0,-1,-3.0,2.0,25,11,14,0,1594434953,1594434953
23106,2586619,952,Timur el Cojo,952.0,-4,-4.0,-4.0,10,2,8,0,1593775375,1593775375
23107,2543522,952,jeremie.dandria,1074.0,1,-6.0,6.0,162,83,79,6,1594682113,1594682113
23108,2528264,952,TigerGecko71454,1066.0,-1,-7.0,3.0,32,13,19,0,1594482607,1594482607
23109,2517383,952,SpartanLord375,969.0,-1,-4.0,6.0,134,71,63,0,1593679454,1593679454
23110,2450953,952,Incognito Mosquito,1042.0,-3,-6.0,5.0,58,26,32,0,1593916985,1593916985
23111,2430486,952,Emiliano_Cap,1024.0,-1,-4.0,3.0,29,13,16,0,1594436880,1594436880
23112,224654,952,Seba27,1059.0,-2,-5.0,5.0,86,42,44,4,1594067705,1594067705
23113,2321524,952,PlayerZX,1014.0,-4,-4.0,9.0,53,26,27,1,1592594451,1592594451
23114,1537328,952,Napoleon 1er,999.0,-3,-4.0,5.0,60,29,31,0,1594644323,1594644323
23115,2276782,952,jamaciadave1,1063.0,-1,-5.0,6.0,264,134,130,6,1594668635,1594668635
23116,368917,952,leftleySUFC,1011.0,-2,-2.0,1.0,12,5,7,0,1594653796,1594653796
23117,2231222,952,El Carreado <Crush>,952.0,-3,-3.0,-3.0,10,4,6,0,1594346719,1594346719
23118,2208653,952,Koning W (Elco),1015.0,-1,-5.0,2.0,16,7,9,0,1592347585,1592347585
23119,1999053,952,Sir Tunzar,996.0,-2,-5.0,7.0,98,49,49,0,1594298160,1594298160
23120,2202053,952,Alko4689,1061.0,-3,-3.0,3.0,47,21,26,0,1592332096,1592332096
23121,2172003,952,pängu.,1165.0,2,-6.0,6.0,58,26,32,0,1594570750,1594570750
23122,2169387,952,H u e s p e d  M a l d i t o,952.0,3,-5.0,5.0,50,25,25,0,1594423840,1594423840
23123,2133430,952,Dragonzord,1003.0,4,-5.0,4.0,37,19,18,0,1594678004,1594678004
23124,2111193,952,jorgedb13,1054.0,-1,-8.0,6.0,131,65,66,12,1594694296,1594694296
23125,2105668,952,Bylski the Wise,1071.0,-4,-4.0,5.0,15,6,9,0,1593727051,1593727051
23126,2088025,952,donat197,968.0,-1,-3.0,6.0,78,41,37,1,1594313441,1594313441
23127,2082456,952,schlettian,996.0,2,-3.0,2.0,21,10,11,0,1593746957,1593746957
23128,2056866,952,V1bes (forthewin),981.0,1,-3.0,4.0,42,21,21,0,1594390646,1594390646
23129,2052443,952,bburk07,969.0,-1,-7.0,4.0,82,41,41,1,1594258282,1594258282
23130,1975903,952,alealdo,1101.0,-2,-6.0,4.0,130,62,68,2,1594602838,1594602838
23131,342280,952,kazooy,1081.0,1,-6.0,6.0,69,33,36,2,1594540259,1594540259
23132,1897976,952,johnmarkedwardtaylor,983.0,-1,-1.0,1.0,11,2,9,0,1594508039,1594508039
23133,1875319,952,Ozymandias,1050.0,3,-4.0,5.0,118,58,60,1,1594652608,1594652608
23134,1873586,952,Intermaniak,952.0,-3,-3.0,-3.0,10,4,6,0,1592425767,1592425767
23135,1858519,952,chicgeek11,1166.0,2,-7.0,9.0,228,111,117,0,1594689145,1594689145
23136,1827936,952,yellowjanitor,952.0,-3,-3.0,-3.0,10,4,6,0,1594639701,1594639701
23137,1802761,952,[TG] Darktaj,952.0,3,-3.0,4.0,30,16,14,0,1592400481,1592400481
23138,1726543,952,【WTF】jianghc975,1095.0,-5,-5.0,1.0,15,4,11,0,1594151125,1594151125
23139,326307,952,moschehm,1093.0,-3,-8.0,6.0,451,224,227,9,1594572775,1594572775
23140,1696025,952,游泳的鱼,1026.0,1,-7.0,8.0,433,215,218,0,1594573096,1594573096
23141,1684856,952,emperorgrill,1013.0,2,-5.0,4.0,98,50,48,0,1594658181,1594658181
23142,1635434,952,Antoniet31,1010.0,-4,-4.0,8.0,81,40,41,0,1594330680,1594330680
23143,1629104,952,Taterz,986.0,5,-6.0,5.0,121,61,60,3,1593794103,1593794103
23144,1577147,952,Matrix1986,1014.0,-2,-5.0,6.0,102,50,52,0,1594582106,1594582106
23145,1432498,952,Mollsey,998.0,-3,-7.0,6.0,322,163,159,4,1594552806,1594552806
23146,1394188,952,th3B1G0x,1040.0,-1,-8.0,5.0,137,68,69,4,1593420951,1593420951
23147,1124587,951,OxOutsideTheBox,951.0,1,-1.0,2.0,13,6,7,3,1594190481,1594190481
23148,1109109,951,Ergonom,1092.0,-3,-5.0,7.0,297,152,145,6,1594313968,1594313968
23149,1092680,951,Sad Cow,984.0,-1,-2.0,1.0,13,6,7,0,1594598621,1594598621
23150,994799,951,Tony_Sawprano,981.0,-1,-2.0,1.0,12,3,9,3,1592553789,1592553789
23151,921736,951,Spaghetti_Club,999.0,-1,-3.0,6.0,110,54,56,1,1593962806,1593962806
23152,877730,951,antonienberthe,1199.0,-1,-6.0,8.0,472,239,233,5,1593981455,1593981455
23153,802885,951,cellangst,1085.0,-1,-4.0,2.0,28,12,16,0,1594435340,1594435340
23154,757001,951,Swen,971.0,-1,-1.0,4.0,18,9,9,1,1592514484,1592514484
23155,677285,951,markitosCUA,989.0,-1,-4.0,5.0,63,30,33,0,1594480994,1594480994
23156,17817,951,BenK,1042.0,3,-4.0,4.0,41,19,22,0,1594397067,1594397067
23157,658530,951,THE-SITH1976,1071.0,-3,-9.0,10.0,1747,876,871,10,1594455361,1594455361
23158,629668,951,totjoe,975.0,2,-8.0,13.0,327,165,162,13,1594002002,1594002002
23159,615156,951,Klammajamma97,986.0,-1,-5.0,4.0,92,45,47,7,1594682869,1594682869
23160,605850,951,Naton,1031.0,3,-4.0,7.0,81,40,41,3,1593728534,1593728534
23161,569266,951,pistenfuchs,1043.0,-3,-6.0,3.0,42,19,23,2,1594118310,1594118310
23162,502569,951,Hazaro,1014.0,-1,-7.0,4.0,48,23,25,0,1593923130,1593923130
23163,494256,951,Romet,1082.0,-3,-5.0,3.0,47,20,27,0,1594578671,1594578671
23164,3033213,951,MSK - Sage,1069.0,1,-5.0,2.0,16,7,9,0,1594665712,1594665712
23165,3007004,951,wonderbro,979.0,1,-3.0,2.0,17,8,9,0,1594502008,1594502008
23166,432531,951,BotConan,1149.0,-1,-6.0,4.0,55,24,31,1,1594657461,1594657461
23167,2892324,951,Nadir,969.0,3,-4.0,4.0,29,14,15,0,1594401006,1594401006
23168,2889743,951,RuudBarracuda,951.0,5,1.0,5.0,14,7,7,0,1594587056,1594587056
23169,2848144,951,TheViper,1102.0,-3,-5.0,7.0,153,77,76,6,1594636131,1594636131
23170,2749380,951,axelcranco,951.0,7,2.0,7.0,15,8,7,0,1594675672,1594675672
23171,2461429,951,benni.lukas,964.0,1,-4.0,6.0,114,58,56,1,1594638980,1594638980
23172,2634059,951,Joff,1195.0,-3,-7.0,2.0,30,11,19,1,1594425755,1594425755
23173,2623911,951,popflorin1705,996.0,-3,-3.0,3.0,35,17,18,0,1594137276,1594137276
23174,2557647,951,Corduene,951.0,2,-3.0,6.0,42,22,20,0,1594681560,1594681560
23175,2546058,951,alvaro.grinon,966.0,2,-7.0,7.0,126,63,63,2,1594680651,1594680651
23176,2545138,951,416578998,987.0,3,-5.0,4.0,147,75,72,0,1594655065,1594655065
23177,2493462,951,vascoduro,1052.0,2,-8.0,6.0,76,36,40,1,1593453587,1593453587
23178,2464449,951,bscan100,1011.0,-2,-2.0,3.0,13,6,7,0,1592704741,1592704741
23179,2434224,951,Me dicen Sebi,1062.0,-2,-14.0,6.0,68,29,39,0,1594598466,1594598466
23180,2392390,951,Sparkz,951.0,-1,-1.0,-1.0,10,4,6,0,1593797093,1593797093
23181,2387478,951,Rory,951.0,1,-1.0,1.0,11,5,6,0,1594313723,1594313723
23182,2361076,951,Melle50939,976.0,1,-5.0,9.0,133,67,66,8,1594299974,1594299974
23183,2333716,951,noma,1048.0,-1,-5.0,5.0,84,40,44,0,1594501098,1594501098
23184,2320560,951,MissHattie,1015.0,1,-5.0,5.0,51,25,26,1,1594613424,1594613424
23185,2216404,951,Mechagodzilla!,1047.0,2,-3.0,4.0,65,31,34,2,1594443554,1594443554
23186,2210661,951,LAMBORGHINI,1013.0,1,-5.0,5.0,90,45,45,0,1593964994,1593964994
23187,2193254,951,L'Orso di Civezzano,980.0,2,-4.0,4.0,74,35,39,0,1593880119,1593880119
23188,2155172,951,Steve Stifler,1007.0,-1,-2.0,1.0,18,8,10,0,1593630104,1593630104
23189,2154480,951,Hakim3192,1000.0,-1,-7.0,8.0,192,101,91,3,1594681573,1594681573
23190,2120384,951,Connie010Connie,983.0,-1,-1.0,1.0,11,5,6,0,1594074090,1594074090
23191,2106398,951,jan.eric.huehn,1000.0,-2,-4.0,4.0,24,10,14,0,1594573864,1594573864
23192,2094048,951,ぬーぶ,1024.0,-2,-8.0,5.0,201,100,101,1,1594568026,1594568026
23193,2078986,951,Fai_Gorrr,951.0,3,-6.0,3.0,15,5,10,0,1594468132,1594468132
23194,2007029,951,SZLZNE,951.0,1,-4.0,5.0,34,18,16,0,1594244837,1594244837
23195,1991076,951,lolive56,951.0,3,-3.0,4.0,48,25,23,0,1593118715,1593118715
23196,1979061,951,ezinoya,1017.0,-1,-3.0,1.0,18,8,10,0,1594618991,1594618991
23197,1949632,951,jgzurita01,1058.0,-1,-5.0,5.0,80,39,41,1,1594305726,1594305726
23198,1944433,951,Awper,1007.0,-2,-2.0,2.0,14,5,9,0,1592430534,1592430534
23199,1942568,951,Bearfoot,951.0,3,-1.0,3.0,21,11,10,0,1594414893,1594414893
23200,1941712,951,VITA | Onegra,967.0,-1,-6.0,6.0,85,47,38,9,1594303123,1594303123
23201,1913758,951,Bitter.Bandit,1059.0,1,-5.0,5.0,34,15,19,0,1594265841,1594265841
23202,1910554,951,lafesse,1017.0,6,-7.0,8.0,220,111,109,3,1594492386,1594492386
23203,1851242,951,bu5ine55,966.0,2,-4.0,5.0,98,50,48,1,1594549653,1594549653
23204,1849214,951,Remede,1125.0,-1,-12.0,5.0,153,76,77,1,1593571732,1593571732
23205,1826578,951,critterscollection,1051.0,-2,-8.0,8.0,134,65,69,14,1594604204,1594604204
23206,1812891,951,yikes!,1008.0,1,-5.0,5.0,100,49,51,1,1594535267,1594535267
23207,1805169,951,ljpfc,982.0,-2,-4.0,4.0,71,36,35,1,1594576351,1594576351
23208,333080,951,Kaon,974.0,1,-3.0,3.0,24,10,14,1,1593019359,1593019359
23209,1780491,951,Bosetoc,1070.0,-7,-7.0,4.0,53,25,28,1,1594165266,1594165266
23210,1751467,951,NoobBlue3,1013.0,-1,-6.0,7.0,218,110,108,10,1592506892,1592506892
23211,1680081,951,Tinky Winky,1016.0,-4,-5.0,6.0,85,44,41,0,1594440569,1594440569
23212,1676425,951,Overlord,963.0,2,-3.0,2.0,17,8,9,0,1594071131,1594071131
23213,1601124,951,fenomenNaroda,1022.0,-1,-6.0,7.0,156,79,77,4,1594172175,1594172175
23214,1394308,951,Ron The PJSalt,1085.0,1,-3.0,2.0,53,24,29,1,1594584610,1594584610
23215,1380113,951,Ricocha,1071.0,1,-5.0,6.0,45,21,24,1,1594302910,1594302910
23216,1358003,951,TheHolyMaid,989.0,3,-4.0,7.0,203,101,102,4,1594677318,1594677318
23217,1357760,951,MAD HATTER,1037.0,-1,-8.0,7.0,267,134,133,11,1594539806,1594539806
23218,1330321,951,DaNilka,966.0,-1,-2.0,4.0,29,15,14,0,1592651731,1592651731
23219,1304724,951,aeneas,975.0,-1,-2.0,3.0,19,9,10,1,1594563611,1594563611
23220,1256783,951,Lollerpwn,1052.0,1,-5.0,7.0,137,70,67,0,1594686976,1594686976
23221,1245818,951,panda,1018.0,-1,-5.0,6.0,49,23,26,0,1594588048,1594588048
23222,1232971,951,guzzO,951.0,-3,-3.0,-3.0,10,4,6,0,1592457799,1592457799
23223,1142370,950,Bop,986.0,-1,-3.0,5.0,21,10,11,0,1592751564,1592751564
23224,1013724,950,M4A1,1101.0,2,-8.0,6.0,103,49,54,8,1594255701,1594255701
23225,994616,950,Wartortilla43,996.0,3,-3.0,3.0,29,15,14,1,1594470403,1594470403
23226,213933,950,Krachbummente,965.0,1,-4.0,5.0,41,22,19,0,1592322782,1592322782
23227,950196,950,吴淞烟雨,1060.0,1,-12.0,6.0,366,182,184,4,1594345541,1594345541
23228,778292,950,aoe_ewha,983.0,1,-5.0,5.0,102,52,50,2,1594694671,1594694671
23229,625944,950,snoob dogg,950.0,1,-4.0,5.0,35,19,16,2,1594693770,1594693770
23230,237640,950,Lord of Shire,1036.0,4,-6.0,5.0,45,21,24,0,1594330311,1594330311
23231,235785,950,drvred1988,1006.0,-2,-7.0,7.0,108,56,52,6,1593928591,1593928591
23232,235334,950,x7judy,1047.0,-4,-4.0,8.0,78,38,40,0,1593280584,1593280584
23233,468899,950,Ludera,950.0,-4,-4.0,-4.0,10,4,6,0,1594501316,1594501316
23234,230486,950,signon,1032.0,-1,-4.0,6.0,158,81,77,4,1594207924,1594207924
23235,2988427,950,exembry,1043.0,-2,-5.0,4.0,35,16,19,1,1594564821,1594564821
23236,2954730,950,Dr. Pepper,1039.0,-3,-3.0,3.0,13,4,9,0,1594694671,1594694671
23237,2939815,950,r18_icicle,1014.0,-3,-3.0,4.0,19,9,10,1,1594494874,1594494874
23238,2907480,950,ElmOh2,967.0,-1,-5.0,5.0,26,13,13,0,1594584177,1594584177
23239,2858029,950,Myter Kall,1035.0,1,-6.0,12.0,151,74,77,1,1594566776,1594566776
23240,2827681,950,Abyss_Watchers_,1018.0,-2,-5.0,12.0,59,31,28,0,1594615867,1594615867
23241,2767601,950,arturo.slm,1039.0,-4,-4.0,-1.0,13,5,8,0,1594687974,1594687974
23242,2743221,950,alejandrofridman,1111.0,-2,-7.0,3.0,51,20,31,1,1594593621,1594593621
23243,2665396,950,Kieselkeim,950.0,2,-2.0,2.0,16,8,8,0,1593456613,1593456613
23244,2652196,950,sunkey03,1037.0,6,-11.0,6.0,99,46,53,0,1593501215,1593501215
23245,2651563,950,KETCHUP,950.0,1,1.0,1.0,10,4,6,0,1594590709,1594590709
23246,2628900,950,jeta005,1029.0,1,-5.0,3.0,56,27,29,0,1594432208,1594432208
23247,2626444,950,a.lorentebig,980.0,-2,-3.0,4.0,46,25,21,0,1594377924,1594377924
23248,2515543,950,Manu20,1001.0,-2,-11.0,5.0,281,140,141,2,1593731153,1593731153
23249,2511577,950,[KWG] DARTH NIHILUS,966.0,-1,-2.0,5.0,37,21,16,3,1593222339,1593222339
23250,2498960,950,Rodoballo,960.0,1,-5.0,5.0,134,69,65,2,1594679040,1594679040
23251,2442644,950,Øcelot,1117.0,-2,-3.0,2.0,42,18,24,0,1594390409,1594390409
23252,2423476,950,1826193685,1049.0,3,-5.0,6.0,278,140,138,7,1594626855,1594626855
23253,2402332,950,Defildo,1114.0,2,-6.0,4.0,51,23,28,3,1594139227,1594139227
23254,2396780,950,Benstudios,950.0,-2,-2.0,-2.0,10,4,6,0,1592884706,1592884706
23255,2379222,950,MRspecht,1000.0,1,-5.0,5.0,88,44,44,1,1594670313,1594670313
23256,2365224,950,Angers,953.0,1,-2.0,5.0,37,18,19,0,1594530402,1594530402
23257,2350056,950,fefe-,1083.0,-1,-7.0,9.0,361,184,177,0,1594662079,1594662079
23258,2344286,950,EagleKing90,966.0,1,-7.0,3.0,23,9,14,0,1593838921,1593838921
23259,2343807,950,Sautiña,950.0,-3,-3.0,-3.0,10,4,6,0,1592922661,1592922661
23260,2323811,950,Croakin946,1033.0,-4,-5.0,6.0,100,49,51,3,1592780475,1592780475
23261,2299473,950,BygonePlace2407,986.0,1,-4.0,4.0,34,16,18,0,1594551762,1594551762
23262,2260290,950,NikoChan,950.0,2,1.0,2.0,11,6,5,1,1594321151,1594321151
23263,2217089,950,aMudge,1001.0,1,-4.0,3.0,48,24,24,0,1594055117,1594055117
23264,2212037,950,Inflatable Platypus,1027.0,-2,-4.0,5.0,38,19,19,0,1593874248,1593874248
23265,2194322,950,Popovic,1000.0,1,-7.0,4.0,53,26,27,0,1594582989,1594582989
23266,2137651,950,Milkslayer,1004.0,-1,-4.0,4.0,157,78,79,1,1594480081,1594480081
23267,2126592,950,Antoine_T,1003.0,1,-3.0,5.0,42,21,21,0,1594378437,1594378437
23268,2122148,950,SizzlingReaper,1097.0,-2,-7.0,6.0,65,31,34,1,1594347222,1594347222
23269,2083887,950,inunezportela,954.0,4,-6.0,4.0,62,32,30,0,1594590935,1594590935
23270,2061924,950,DCSnakepit,955.0,1,-3.0,5.0,83,44,39,4,1594647143,1594647143
23271,2006297,950,WatchedDog,997.0,-2,-2.0,4.0,17,7,10,0,1594593728,1594593728
23272,2004509,950,Apex,1066.0,2,-4.0,8.0,87,45,42,0,1594604497,1594604497
23273,2002993,950,Kalc94,1010.0,-1,-5.0,8.0,216,112,104,4,1593989669,1593989669
23274,1959696,950,Juansvoleta,997.0,-2,-2.0,2.0,16,7,9,0,1592353642,1592353642
23275,1949118,950,kellea18,951.0,1,-2.0,9.0,29,17,12,0,1594040745,1594040745
23276,1940310,950,NasThePeipei,1030.0,-2,-4.0,6.0,66,32,34,1,1593720629,1593720629
23277,1928351,950,NickF,1016.0,-1,-5.0,5.0,95,49,46,1,1594457111,1594457111
23278,1829595,950,TheConkerBasher,1025.0,-3,-3.0,3.0,16,7,9,0,1594567118,1594567118
23279,1824124,950,j-ziel,1047.0,-4,-5.0,4.0,65,31,34,2,1594672151,1594672151
23280,1764150,950,Dr. Krieger,981.0,2,-4.0,6.0,29,15,14,0,1594662997,1594662997
23281,1661921,950,Tranor,1005.0,-3,-3.0,4.0,20,9,11,0,1592334687,1592334687
23282,1661462,950,Muketaz,997.0,-1,-7.0,5.0,126,63,63,3,1594691514,1594691514
23283,1587509,950,GodKiller,1054.0,1,-6.0,6.0,199,101,98,11,1594675253,1594675253
23284,910248,950,Mithril,1143.0,-2,-6.0,3.0,30,13,17,0,1594513238,1594513238
23285,1468292,950,Toudodo,979.0,1,-4.0,7.0,77,40,37,2,1594333762,1594333762
23286,1434395,950,Chris P. Bacon,979.0,-1,-2.0,3.0,26,11,15,0,1592506959,1592506959
23287,303407,950,o3infidelo3,1024.0,-1,-2.0,1.0,21,9,12,0,1594676616,1594676616
23288,1410497,950,FaberNeird,1011.0,-1,-4.0,1.0,16,7,9,0,1593008083,1593008083
23289,1197882,950,BUZZARD,974.0,-1,-3.0,4.0,54,28,26,2,1593086406,1593086406
23290,1171039,949,Unnidentified,981.0,1,-4.0,5.0,49,24,25,4,1594270479,1594270479
23291,1165155,949,Brems,1075.0,-1,-6.0,2.0,22,9,13,0,1592751211,1592751211
23292,1136354,949,DandiestPear387,949.0,1,-3.0,7.0,19,10,9,1,1592637179,1592637179
23293,1049551,949,CHAMPI-ATOMIK,966.0,-1,-6.0,6.0,96,49,47,1,1593966817,1593966817
23294,1006277,949,nickyhype88,1061.0,3,-6.0,7.0,513,256,257,17,1594693257,1594693257
23295,778971,949,perkanator,975.0,-2,-2.0,-1.0,11,5,6,0,1593908937,1593908937
23296,764415,949,the wuiten from Hamme,1021.0,-1,-8.0,9.0,740,372,368,5,1594652926,1594652926
23297,249562,949,CircusMaximusFH,1017.0,-2,-3.0,2.0,28,12,16,0,1594234701,1594234701
23298,523886,949,GaTTo,1000.0,-1,-6.0,5.0,189,92,97,2,1594177116,1594177116
23299,595642,949,C4M3L9257,980.0,-2,-5.0,8.0,197,103,94,1,1594648415,1594648415
23300,580681,949,Fina92,965.0,-1,-4.0,12.0,134,68,66,4,1594396120,1594396120
23301,560127,949,Arcersmith,949.0,-5,-5.0,-5.0,10,4,6,0,1593938689,1593938689
